Location,Crop ID,Date,dt,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,pressure,humidity,temp_min,temp_max,wind_speed,wind_deg,clouds_all,Plant height (cm),Grain yield (kg/ha),Flowering time (days to 50% flowering)
Hyderabad,108,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,108,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,108,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,108,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,108,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,356.00,536.00,554.00
Hyderabad,42,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,42,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,42,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,42,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,42,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,42,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,42,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,42,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,292.00,440.00,458.00
Hyderabad,51,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,51,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,51,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,51,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,51,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,51,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,51,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,51,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,242.00,365.00,383.00
Hyderabad,45,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,45,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,45,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,45,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,45,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,45,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,45,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,45,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,472.00,710.00,728.00
Hyderabad,39,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,39,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,39,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,39,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,39,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,39,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,39,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,39,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,250.00,377.00,395.00
Hyderabad,84,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,84,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,84,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,84,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,84,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,84,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,84,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,84,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,454.00,683.00,701.00
Hyderabad,66,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,66,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,66,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,66,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,66,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,66,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,66,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,66,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,308.00,464.00,482.00
Hyderabad,111,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,111,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,111,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,111,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,111,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,111,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,111,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,111,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,352.00,530.00,548.00
Hyderabad,116,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,116,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,116,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,116,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,116,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,116,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,116,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,116,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,344.00,518.00,536.00
Hyderabad,60,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,60,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,60,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,60,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,60,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,60,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,60,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,60,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,358.00,539.00,557.00
Hyderabad,63,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,63,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,63,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,63,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,63,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,63,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,63,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,63,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,396.00,596.00,614.00
Hyderabad,105,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,105,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,105,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,105,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,105,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,105,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,105,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,105,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,458.00,689.00,707.00
Hyderabad,99,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,99,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,99,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,99,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,99,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,99,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,99,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,99,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,414.00,623.00,641.00
Hyderabad,29,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,29,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,29,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,29,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,29,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,29,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,29,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,29,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,336.00,506.00,524.00
Hyderabad,18,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,18,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,18,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,18,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,18,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,18,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,18,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,18,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,318.00,479.00,497.00
Hyderabad,69,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,69,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,69,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,69,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,69,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,69,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,69,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,69,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,294.00,443.00,461.00
Hyderabad,31,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,31,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,31,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,31,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,31,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,31,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,31,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,31,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,436.00,656.00,674.00
Hyderabad,57,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,57,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,57,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,57,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,57,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,57,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,57,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,57,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,470.00,707.00,725.00
Hyderabad,34,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,34,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,34,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,34,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,34,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,34,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,34,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,34,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,254.00,383.00,401.00
Hyderabad,41,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,41,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,41,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,41,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,41,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,41,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,41,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,41,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,258.00,389.00,407.00
Hyderabad,15,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,15,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,15,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,15,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,15,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,15,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,15,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,15,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,394.00,593.00,611.00
Hyderabad,46,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,46,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,46,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,46,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,46,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,46,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,46,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,46,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,406.00,611.00,629.00
Hyderabad,62,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,62,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,62,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,62,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,62,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,62,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,62,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,62,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,456.00,686.00,704.00
Hyderabad,70,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,70,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,70,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,70,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,70,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,70,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,70,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,70,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,384.00,578.00,596.00
Hyderabad,64,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,64,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
Hyderabad,64,2024-10-09,1728514800,803,Clouds,broken clouds,04n,295.82,296.62,1009,95,295.82,295.82,1.36,167,82,,,
Hyderabad,64,2024-10-10,1728601200,804,Clouds,overcast clouds,04n,296.05,296.93,1008,97,296.05,296.05,2,156,100,,,
Hyderabad,64,2024-10-11,1728687600,802,Clouds,scattered clouds,03n,296.27,297.17,1009,97,296.27,296.27,2.11,153,48,,,
Hyderabad,64,2024-10-12,1728774000,804,Clouds,overcast clouds,04n,296.17,297.09,1010,98,296.17,296.17,2.39,180,100,,,
Hyderabad,64,2024-10-13,1728860400,803,Clouds,broken clouds,04n,296.15,297.01,1010,96,296.15,296.15,1.88,183,83,,,
Hyderabad,64,2024-10-14,1728864000,803,Clouds,broken clouds,04n,296.19,297.03,1011,95,296.19,296.19,1.55,194,77,386.00,581.00,599.00
Hyderabad,97,2024-10-07,1728342000,803,Clouds,broken clouds,04n,296,296.85,1011,96,296,296,2.11,167,81,,,
Hyderabad,97,2024-10-08,1728428400,802,Clouds,scattered clouds,03n,295.94,296.78,1010,96,295.94,295.94,2.35,172,47,,,
